registry,file,publisher,rule_id,category,severity,detection,threat_actor_account
OpenClaw,hightower6eu/insider-wallets-finder-1a7pi/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-2fz1g/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-57h4t/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-9dlka/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-art4q/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-bjs4y/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-btj6c/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-c86ge/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-cv1d9/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-djiq0/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-firui/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-gxgfy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-h5syo/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-hbmjm/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-im29o/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-jacit/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-kq9nv/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-mk3w3/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-ngv64/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-nq6a9/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-q9qng/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-qjkug/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-r6wya/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-tivyf/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-zah8d/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/insider-wallets-finder-zzs2p/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/lost-bitcoin-10li1/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/lost-bitcoin-dbrgt/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/lost-bitcoin-eabml/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/openclaw-backup-dnkxm/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/openclaw-backup-wrxw0/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/pdf-1wso5/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-0jcvy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-0snsv/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-3uttg/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-64juz/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-afnuz/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-ahdwb/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-bdacv/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-fdjtg/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-fsvib/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-ftbrg/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-fvizs/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-ggjrq/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-hpwmb/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-iebcc/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-jwik3/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-kxcuj/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-lpnfp/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-lxnyf/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-mdr3q/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-nrqdw/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-pcue3/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-pvber/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-q8ark/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-qs450/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-sokos/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-syjqj/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-vpnfy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-vwlfb/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-xivjh/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/phantom-ygmjc/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/poly/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polym/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-25nwy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-33efn/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-4rrsh/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-5dylt/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-6ehca/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-7ceau/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-bpnyq/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-cexex/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-dfknh/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-esfbk/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-fpwui/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-gxyrz/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-hoedg/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-ik168/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-jezc4/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-juui0/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-lzgm8/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-mjjsc/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-n7dic/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-phqtc/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-qjypn/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-qpi7w/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-qxjyy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-s7x4d/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-vah82/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-vj5zb/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-vx875/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-wapbk/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-y0c8k/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarket-z7lwp/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polymarkets/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/polytrading/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-07bcb/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-1fuhx/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-1tfnz/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-1xv96/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-7rrh8/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-9ahmt/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-9lplb/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-a8wjy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-d95dl/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-dddhn/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-dgipr/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-fckyq/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-gamka/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-gj8sl/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-goq2i/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-ifxeq/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-imont/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-ixqvy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-k7hyt/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-kbhhl/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-kief4/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-pjnom/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-qpkqu/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-rpozu/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-t1nyq/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-tbcxe/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-uxcvc/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-vwgfq/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-wi1cy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-wlnn4/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-wrq1l/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-xx1q5/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-ydqh7/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/solana-ytzgw/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/update/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/updater/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-0ghsk/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-0waih/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-8orkd/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-af1i6/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-al7er/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-auqlh/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-bf3bs/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-bqahy/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-bs5ur/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-bxb0a/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-fntdr/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-gel8n/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-hhjpv/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-ijyto/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-l7dst/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-mgwpt/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-oozrx/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-pbckx/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-qoa9k/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-rcoux/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-s5hx9/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-udqiq/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-ue8hv/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-x76ik/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/wallet-tracker-zih4w/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-0heof/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-9y6gc/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-axy84/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-bjcps/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-cpif3/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-dijrb/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-el5qn/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-hloqe/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-kujtp/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-ky4xt/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-kzcxt/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-mtzmi/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-ngw4s/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-nvdfx/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-orwhp/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-ovdpf/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-p7ivk/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-qfpkj/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-qhz9c/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-qpaoo/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-qylxo/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-rjmtk/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-rwskq/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-wbc5p/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/x-trends-ypqjp/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/yahoo-finance-1h2ji/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/yahoo-finance-2s8cv/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/yahoo-finance-55ykj/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
OpenClaw,hightower6eu/yahoo-finance-5fhu3/SKILL.md,hightower6eu,ATR-2026-00121,skill-compromise,critical,Malicious Code in Skill Package,yes
